CountyCode,Tally,Population,Geoname,Value
01067,"[0.05646865297226165, 1.042351489729195, 0.05293936216149529]",17164,"Henry County, Alabama","[-0.13789746842401635, 2.4216836954021854, -0.1945562978079465]"
01069,"[1.3423387411839693, 4.256754055887977, 1.3209425698599715]",104056,"Houston County, Alabama","[1.0616467579232742, 2.0748336879553277, 1.0475406581187645]"
01071,"[0.17153126477905947, 0.1286484485842946, 0.16081056073036826]",52138,"Jackson County, Alabama","[-0.1378974684240179, -0.39045561776735555, -0.19455629780794806]"
01073,"[12.685680303941446, 13.143232994501354, 7.034177410400346]",659521,"Jefferson County, Alabama","[1.4123494222558042, 1.4434564844629374, 0.89465366068746077]"
01075,"[0.04578948450640511, 0.03434211337980384, 0.04292764172475479]",13918,"Lamar County, Alabama","[-0.1378974684240179, -0.39045561776735555, -0.19455629780794806]"
01077,"[0.30372134147595264, 1.2277910061069643, 1.2847387576337057]",92318,"Lauderdale County, Alabama","[-0.13789746842401635, 1.0884170264828048, 1.1282202582720848]"
01079,"[0.10937100322826064, 0.08202825242119548, 0.10253531552649435]",33244,"Lawrence County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.19455629780794806]"
01081,"[3.5230719881561896, 3.392303991117142, 2.490379988896428]",158991,"Lee County, Alabama","[1.5365958711247061, 1.5033899118463674, 1.2320516107156601]"
01083,"[0.5113985771783266, 3.228864351366356, 0.2860804392079452]",92753,"Limestone County, Alabama","[0.31539912035658746, 1.9331506579667599, -0.19455629780794806]"
01085,"[0.034077272633808324, 0.025557954475356245, 0.0319474430941953]",10358,"Lowndes County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.1945562978079465]"
01087,"[0.0623872679045093, 0.046790450928381966, 0.058488063660477464]",18963,"Macon County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.1945562978079465]"
01089,"[4.968156457468929, 4.880801924619086, 6.101002405773858]",356967,"Madison County, Alabama","[1.1282986019804233, 1.1127251418521908, 1.3086244618115999]"
01091,"[0.0647231303847182, 0.04854234778853866, 0.060677934735673324]",19673,"Marengo County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.1945562978079465]"
01093,"[0.09869183476240416, 0.07401887607180312, 0.0925235950897539]",29998,"Marion County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.1945562978079465]"
01095,"[1.3130615014496316, 0.23479612608722478, 0.293495157609031]",95157,"Marshall County, Alabama","[1.120772987744824, -0.39045561776735555, -0.1945562978079465]"
01097,"[4.3647885180844295, 6.023591388563321, 7.279489235704149]",414836,"Mobile County, Alabama","[0.88273127387245875, 1.1655173875745706, 1.3317728476362989]"
01099,"[0.0708325622519688, 0.0531244216889766, 0.06640552711122075]",21530,"Monroe County, Alabama","[-0.1378974684240179, -0.39045561776735555, -0.19455629780794806]"
01101,"[3.7446762486377585, 4.558507186478319, 6.698133983097898]",226349,"Montgomery County, Alabama","[1.2800462683731979, 1.4526955192709139, 1.7905438468377188]"
01103,"[0.3915431908374973, 1.2936573931281223, 0.3670717414101537]",119012,"Morgan County, Alabama","[-0.13789746842401635, 0.91131820427701216, -0.1945562978079465]"
01105,"[0.031497954064112835, 0.02362346554808463, 0.029529331935105783]",9574,"Perry County, Alabama","[-0.1378974684240179, -0.39045561776735555, -0.19455629780794806]"
01107,"[0.06686488598276893, 0.050148664487076694, 0.06268583060884587]",20324,"Pickens County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.1945562978079465]"
01109,"[2.109509181008781, 2.082131885756586, 0.10266485719573129]",33286,"Pike County, Alabama","[2.4591293985328848, 2.4476613053735647, -0.19455629780794806]"
01111,"[0.07452388296012995, 0.05589291222009745, 0.06986614027512182]",22652,"Randolph County, Alabama","[-0.1378974684240179, -0.39045561776735555, -0.19455629780794806]"
01113,"[1.19138280591368, 1.14353710443526, 0.17942138054407503]",58172,"Russell County, Alabama","[1.467438540990875, 1.4314544680420083, -0.1945562978079465]"
01115,"[1.2895778586556448, 0.21718339399173395, 0.2714792424896675]",88019,"St. Clair County, Alabama","[1.1733850395996197, -0.39045561776735555, -0.19455629780794806]"
01117,"[1.177044183546475, 3.003810371114588, 2.6496267966195806]",210622,"Shelby County, Alabama","[0.3272397643265807, 1.1497292392562639, 1.0395845427604615]"
01119,"[0.042900910904118614, 0.03217568317808896, 0.0402196039726112]",13040,"Sumter County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.1945562978079465]"
01121,"[0.2635346369748936, 0.1976509777311702, 0.24706372216396277]",80103,"Talladega County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.1945562978079465]"
01123,"[0.13398967779080048, 0.10049225834310037, 0.12561532292887545]",40727,"Tallapoosa County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.19455629780794806]"
01125,"[3.678064688585941, 3.508548516439456, 2.635685645549319]",206102,"Tuscaloosa County, Alabama","[1.3465551217825305, 1.3051316959397603, 1.0539983932120576]"
01127,"[0.21373799683342581, 0.1603034976250694, 0.2003793720313367]",64967,"Walker County, Alabama","[-0.1378974684240179, -0.39045561776735555, -0.19455629780794806]"
01129,"[0.05512635453293033, 0.04134476589969774, 0.05168095737462218]",16756,"Washington County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.1945562978079465]"
01131,"[0.03614335944728887, 0.027107519585466654, 0.03388439948183332]",10986,"Wilcox County, Alabama","[-0.1378974684240179, -0.39045561776735555, -0.19455629780794806]"
01133,"[0.07831719203010304, 0.05873789402257726, 0.0734223675282216]",23805,"Winston County, Alabama","[-0.13789746842401635, -0.39045561776735555, -0.1945562978079465]"
02013,"[0.00888536637309373, 0, 0]",3296,"Aleutians East Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02016,"[0.015223199001474605, 0, 0]",5647,"Aleutians West Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02020,"[1.8038668596861547, 3, 1]",298192,"Anchorage Municipality, Alaska","[0.39681718323308945, 0.84339070664379967, -0.12108888051703735]"
02050,"[0.04843818658730223, 0, 0]",17968,"Bethel Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02060,"[0.0024208310082033282, 0, 0]",898,"Bristol Bay Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02068,"[0.00526490307240657, 0, 0]",1953,"Denali Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02070,"[0.013355007588685176, 0, 0]",4954,"Dillingham Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02090,"[0.27121125120300205, 0, 0]",100605,"Fairbanks North Star Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02100,"[0.006728724049527291, 0, 0]",2496,"Haines Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02105,"[0.005601878435463827, 0, 0]",2078,"Hoonah-Angoon Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02110,"[0.08752732870194395, 1.0, 1.0]",32468,"Juneau City and Borough, Alaska","[-0.31275499329068535, 1.8256549440343579, 1.8256549440343579]"
02122,"[0.15772064472822264, 0, 0]",58506,"Kenai Peninsula Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02130,"[1.0370565067246802, 0, 0]",13746,"Ketchikan Gateway Borough, Alaska","[2.6121662867908704, -2.2592526853777146, -2.2592526853777146]"
02150,"[0.03701876548401793, 0, 0]",13732,"Kodiak Island Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02158,"[0.02169851757798284, 0, 0]",8049,"Kusilvak Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02164,"[0.004210844136763473, 0, 0]",1562,"Lake and Peninsula Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02170,"[0.2813474701237643, 0, 0]",104365,"Matanuska-Susitna Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02180,"[0.026734277403510476, 0, 0]",9917,"Nome Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02185,"[0.02589588270022402, 0, 0]",9606,"North Slope Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02188,"[0.02068489568590661, 0, 0]",7673,"Northwest Arctic Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02195,"[0.008489083346138397, 0, 0]",3149,"Petersburg Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02198,"[0.017110261034595238, 0, 0]",6347,"Prince of Wales-Hyder Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02220,"[0.023803939646364576, 0, 0]",8830,"Sitka City and Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02230,"[0.0029330335600503575, 0, 0]",1088,"Skagway Municipality, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02240,"[0.018536340771053546, 0, 0]",6876,"Southeast Fairbanks Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02261,"[0.02521923617120505, 0, 0]",9355,"Valdez-Cordova Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02275,"[0.006499580802648357, 0, 0]",2411,"Wrangell City and Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02282,"[0.0016201775455792877, 0, 0]",601,"Yakutat City and Borough, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
02290,"[0.01489700685003518, 0, 0]",5526,"Yukon-Koyukuk Census Area, Alaska","[-0.31275499329068535, -2.2592526853777146, -2.2592526853777146]"
04001,"[1.0527422096815917, 1.1054844193631836, 0.04219376774527342]",73112,"Apache County, Arizona","[1.158147778313305, 1.2010644796899532, -1.6659751870875328]"
04003,"[1.0907291239694414, 1.181458247938883, 0.0725832991755531]",125770,"Cochise County, Arizona","[0.71303627593043406, 0.7831837659743528, -1.6659751870875328]"
04005,"[4.101649514194849, 1.2032990283896963, 1.0813196113558785]",140908,"Coconino County, Arizona","[1.7760856786461747, 0.69948861310262256, 0.60565366733091996]"
04007,"[0.03863472182004773, 0.07726944364009546, 0.03090777745603818]",53556,"Gila County, Arizona","[-1.4700758671281253, -0.86155699887603798, -1.6659751870875328]"
04009,"[0.02712351381193469, 0.054247027623869376, 0.021698811049547753]",37599,"Graham County, Arizona","[-1.4700758671281253, -0.86155699887603798, -1.6659751870875328]"
04011,"[0.006934714707149876, 0.01386942941429975, 0.005547771765719901]",9613,"Greenlee County, Arizona","[-1.4700758671281253, -0.86155699887603798, -1.6659751870875328]"
04012,"[0.014656465068674091, 0.029312930137348175, 0.011725172054939273]",20317,"La Paz County, Arizona","[-1.4700758671281253, -0.86155699887603798, -1.6659751870875328]"
04013,"[63.060852356006734, 63.121704712013475, 41.44868188480539]",4242997,"Maricopa County, Arizona","[1.1859503572321293, 1.1867971101277659, 0.81754180898709805]"
04015,"[0.14806441890438, 0.29612883780876004, 0.118451535123504]",205249,"Mohave County, Arizona","[-1.4700758671281253, -0.86155699887603798, -1.6659751870875328]"
04017,"[0.07937157186818602, 0.15874314373637205, 0.06349725749454882]",110026,"Navajo County, Arizona","[-1.4700758671281253, -0.86155699887603798, -1.6659751870875328]"
04019,"[9.733080068001035, 10.46616013600207, 10.586464054400828]",1016206,"Pima County, Arizona","[0.80021902717956683, 0.86396984288753698, 0.87400344432791466]"
04021,"[1.3019302500291798, 4.60386050005836, 0.24154420002334415]",418540,"Pinal County, Arizona","[-0.18709601502227297, 0.92174217440433537, -1.6659751870875328]"
04023,"[0.03317308392887622, 0.06634616785775245, 0.02653846714310097]",45985,"Santa Cruz County, Arizona","[-1.4700758671281253, -0.86155699887603798, -1.6659751870875328]"
04025,"[0.1627179984161178, 0.3254359968322356, 0.13017439873289424]",225562,"Yavapai County, Arizona","[-1.4700758671281253, -0.86155699887603798, -1.6659751870875328]"
04027,"[1.1483399895917958, 0.2966799791835923, 1.118671991673437]",205631,"Yuma County, Arizona","[0.32661891083983174, -0.86155699887603798, 0.30363955750587257]"
05001,"[0.012190420607660409, 1.0304760515191511, 0.012190420607660409]",18214,"Arkansas County, Arkansas","[-1.5358869896504523, 2.3594974149867745, -1.5358869896504523]"
05003,"[0.013715059794233946, 0.03428764948558487, 0.013715059794233946]",20492,"Ashley County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05005,"[0.027482324090905442, 1.0687058102272635, 0.027482324090905442]",41062,"Baxter County, Arkansas","[-1.5358869896504523, 1.677833168017095, -1.5358869896504523]"
05007,"[1.1728711940909857, 1.4321779852274643, 1.1728711940909857]",258291,"Benton County, Arkansas","[0.14500958226376429, 0.3203641595565071, 0.14500958226376429]"
05009,"[0.024967137935004057, 0.062417844837510145, 0.024967137935004057]",37304,"Boone County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05011,"[0.007359496266708787, 0.018398740666771968, 0.007359496266708787]",10996,"Bradley County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05013,"[0.003442820006907057, 0.008607050017267642, 0.003442820006907057]",5144,"Calhoun County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05015,"[0.018503149671647064, 0.04625787417911766, 0.018503149671647064]",27646,"Carroll County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05017,"[0.007325362553576544, 0.018313406383941362, 0.007325362553576544]",10945,"Chicot County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05019,"[0.015164069381122317, 0.03791017345280579, 0.015164069381122317]",22657,"Clark County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05021,"[0.00998578431241316, 0.024964460781032902, 0.00998578431241316]",14920,"Clay County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05023,"[0.016908904481823462, 0.04227226120455865, 0.016908904481823462]",25264,"Cleburne County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05025,"[0.0055156064690748555, 0.013789016172687138, 0.0055156064690748555]",8241,"Cleveland County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05027,"[0.015996664266151938, 0.03999166066537985, 1.015996664266152]",23901,"Columbia County, Arkansas","[-1.5358869896504523, -0.73146880143895598, 2.108520804030837]"
05029,"[0.014012893173525089, 0.03503223293381272, 0.014012893173525089]",20937,"Conway County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05031,"[1.0708341476343328, 2.177085369085832, 0.07083414763433289]",105835,"Craighead County, Arkansas","[0.84837891371359297, 1.4712971211873804, -1.5358869896504523]"
05033,"[0.041674586580498, 1.104186466451245, 0.041674586580498]",62267,"Crawford County, Arkansas","[-1.5358869896504523, 1.3409907020121803, -1.5358869896504523]"
05035,"[0.03295241894247064, 0.0823810473561766, 0.03295241894247064]",49235,"Crittenden County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05037,"[0.011402668051647654, 0.028506670129119137, 0.011402668051647654]",17037,"Cross County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05039,"[0.004998915752641682, 0.012497289381604205, 0.004998915752641682]",7469,"Dallas County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05041,"[0.007948470140363182, 0.019871175350907953, 0.007948470140363182]",11876,"Desha County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05043,"[0.012482899679009238, 0.031207249197523095, 0.012482899679009238]",18651,"Drew County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05045,"[4.081805124608131, 1.204512811520329, 4.081805124608132]",122227,"Faulkner County, Arkansas","[1.8966902222734976, 0.82523601993139328, 1.8966902222734976]"
05047,"[0.011796878973900426, 0.029492197434751066, 0.011796878973900426]",17626,"Franklin County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05049,"[0.008113784398082087, 0.020284460995205218, 0.008113784398082087]",12123,"Fulton County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05051,"[0.06524023441160172, 0.1631005860290043, 0.06524023441160172]",97477,"Garland County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05053,"[0.01210207452661225, 0.030255186316530625, 0.01210207452661225]",18082,"Grant County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05055,"[0.029848928201407648, 1.074622320503519, 0.029848928201407648]",44598,"Greene County, Arkansas","[-1.5358869896504523, 1.6101596788171284, -1.5358869896504523]"
05057,"[0.01470694534054737, 0.036767363351368425, 0.01470694534054737]",21974,"Hempstead County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05059,"[0.02233683415834295, 0.055842085395857374, 0.02233683415834295]",33374,"Hot Spring County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05061,"[0.0089530721680396, 0.022382680420099003, 0.0089530721680396]",13377,"Howard County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05063,"[0.02487611469998474, 0.062190286749961854, 0.02487611469998474]",37168,"Independence County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05065,"[0.008990552323635789, 0.022476380809089473, 0.008990552323635789]",13433,"Izard County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05067,"[0.011525817134320847, 0.028814542835802117, 0.011525817134320847]",17221,"Jackson County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05069,"[0.04686090311112063, 0.11715225777780157, 0.04686090311112063]",70016,"Jefferson County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05071,"[0.01751929558724711, 0.04379823896811777, 0.01751929558724711]",26176,"Johnson County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05073,"[0.0045826183101268705, 0.011456545775317177, 0.0045826183101268705]",6847,"Lafayette County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05075,"[0.01120054292682535, 0.028001357317063373, 0.01120054292682535]",16735,"Lawrence County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05077,"[0.006231075867866389, 0.015577689669665972, 0.006231075867866389]",9310,"Lee County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05079,"[0.00917259879367442, 0.02293149698418605, 0.00917259879367442]",13705,"Lincoln County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05081,"[0.008333311023716906, 0.020833277559292266, 0.008333311023716906]",12451,"Little River County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05083,"[0.014585134834859757, 0.0364628370871494, 0.014585134834859757]",21792,"Logan County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05085,"[0.048341369257170086, 0.12085342314292521, 0.048341369257170086]",72228,"Lonoke County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05087,"[0.010756804656106187, 0.026892011640265466, 0.010756804656106187]",16072,"Madison County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05089,"[0.010926134644781826, 0.027315336611954566, 0.010926134644781826]",16325,"Marion County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05091,"[0.0293061352337557, 0.07326533808438924, 0.0293061352337557]",43787,"Miller County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05093,"[0.02866897258862049, 1.0716724314715511, 0.02866897258862049]",42835,"Mississippi County, Arkansas","[-1.5358869896504523, 1.643155527511962, -1.5358869896504523]"
05095,"[0.004798129204804956, 0.01199532301201239, 0.004798129204804956]",7169,"Monroe County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05097,"[0.0059426125274742924, 0.014856531318685732, 0.0059426125274742924]",8879,"Montgomery County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05099,"[0.0056206847624427425, 0.014051711906106856, 0.0056206847624427425]",8398,"Nevada County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05101,"[0.005311473478774185, 0.013278683696935462, 0.005311473478774185]",7936,"Newton County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05103,"[0.01612851409923139, 0.04032128524807847, 0.01612851409923139]",24098,"Ouachita County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05105,"[0.0067812310089390175, 0.016953077522347544, 0.0067812310089390175]",10132,"Perry County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05107,"[0.012699749150672903, 0.03174937287668226, 0.012699749150672903]",18975,"Phillips County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05109,"[0.007249732953891377, 0.018124332384728443, 0.007249732953891377]",10832,"Pike County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05111,"[0.01607831746227221, 0.04019579365568052, 0.01607831746227221]",24023,"Poinsett County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05113,"[0.013501556765034227, 0.033753891912585564, 0.013501556765034227]",20173,"Polk County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05115,"[1.0426865507815952, 1.1067163769539878, 0.042686550781595105]",63779,"Pope County, Arkansas","[1.2696163041805455, 1.3219367681713428, -1.5358869896504523]"
05117,"[0.005522299354002747, 0.013805748385006866, 0.005522299354002747]",8251,"Prairie County, Arkansas","[-1.5358869896504523, -0.73146880143895598, -1.5358869896504523]"
05119,"[6.263197699789308, 5.657994249473271, 4.263197699789308]",393250,"Pulaski County, Arkansas","[1.2466754539857514, 1.1574612887139291, 0.90896971800805659]"
